USER,COURSE_ID,SCORE
8059,PA0101EN,15.0
8059,GPXX0D14EN,18.0
8059,GPXX0KHHEN,15.0
8059,GPXX04P5EN,15.0
8059,ML0101EN,24.0
8059,ML0101ENv3,18.0
8059,PY0101EN,15.0
8059,DV0101EN,12.0
8059,excourse20,12.0
8059,excourse21,24.0
8059,excourse22,24.0
8059,excourse23,12.0
8059,excourse35,12.0
8059,excourse36,12.0
8059,excourse38,12.0
8059,excourse40,12.0
8059,excourse49,18.0
8059,excourse54,12.0
8059,excourse62,15.0
34572,ML0122EN,18.0
34572,RP0105EN,36.0
34572,DX0106EN,12.0
34572,GPXX06RFEN,12.0
34572,CC0271EN,12.0
34572,DX0108EN,15.0
34572,BD0145EN,24.0
34572,DE0205EN,15.0
34572,PA0103EN,12.0
34572,TMP0105EN,33.0
34572,PA0107EN,12.0
34572,DB0113EN,12.0
34572,RP0103,15.0
34572,RP0103EN,15.0
34572,BD0212EN,33.0
34572,GPXX0IBEN,21.0
34572,SC0103EN,33.0
34572,GPXX0BUBEN,15.0
34572,TMP0101EN,12.0
34572,BD0143EN,24.0
34572,BD0141EN,24.0
34572,ML0122ENv1,12.0
34572,BD0151EN,12.0
34572,TA0106EN,24.0
34572,TMP107,15.0
34572,GPXX01DCEN,12.0
34572,GPXX0ZMZEN,12.0
34572,GPXX01RYEN,12.0
34572,GPXX0Q8AEN,15.0
34572,GPXX0XFQEN,12.0
34572,GPXX07REN,12.0
34572,PA0101EN,12.0
34572,GPXX0725EN,12.0
34572,GPXX0MIIEN,12.0
34572,BD0223EN,21.0
34572,GPXX06ZLEN,12.0
34572,GPXX0LLEEN,12.0
34572,BD0121EN,24.0
34572,BD0135EN,15.0
34572,BD0133EN,15.0
34572,BD0131EN,24.0
34572,BD0115EN,24.0
34572,GPXX0D14EN,12.0
34572,BD0211EN,33.0
34572,BD0137EN,15.0
34572,GPXX0NHZEN,12.0
34572,DJ0101EN,21.0
34572,DB0111EN,12.0
34572,DB0115EN,12.0
34572,DA0151EN,12.0
34572,DB0151EN,24.0
34572,GPXX0KHHEN,12.0
34572,GPXX04P5EN,12.0
34572,GPXX0PG8EN,18.0
34572,ML0101EN,18.0
34572,DA0101EN,15.0
34572,GPXX0M6UEN,24.0
34572,GPXX097UEN,24.0
34572,DS0301EN,12.0
34572,BD0111EN,24.0
34572,BD0221EN,15.0
34572,GPXX0TY1EN,21.0
34572,GPXX0T3CEN,12.0
34572,PY0101EN,15.0
34572,BD0123EN,15.0
34572,DB0101EN,12.0
34572,DV0151EN,12.0
34572,DV0101EN,15.0
34572,RP0101EN,12.0
34572,GPXX0G31EN,15.0
34572,GPXX0KY1EN,18.0
34572,GPXX0RQLEN,12.0
34572,excourse01,12.0
34572,excourse02,21.0
34572,excourse03,24.0
34572,excourse04,21.0
34572,excourse05,24.0
34572,excourse06,21.0
34572,excourse07,12.0
34572,excourse10,24.0
34572,excourse11,12.0
34572,excourse12,18.0
34572,excourse13,12.0
34572,excourse14,12.0
34572,excourse20,15.0
34572,excourse21,18.0
34572,excourse22,18.0
34572,excourse23,15.0
34572,excourse31,24.0
34572,excourse35,12.0
34572,excourse36,15.0
34572,excourse37,12.0
34572,excourse38,15.0
34572,excourse40,12.0
34572,excourse42,24.0
34572,excourse54,12.0
34572,excourse62,15.0
34572,excourse65,18.0
34572,excourse67,12.0
34572,excourse68,12.0
34572,excourse69,15.0
34572,excourse70,24.0
34572,excourse71,24.0
34572,excourse72,33.0
34572,excourse73,33.0
34572,excourse74,12.0
34572,excourse75,15.0
34572,excourse76,12.0
34572,excourse82,12.0
34572,excourse83,12.0
34572,excourse84,12.0
34572,excourse85,12.0
83817,ML0122EN,39.0
83817,DX0106EN,15.0
83817,DX0108EN,27.0
83817,GPXX0PICEN,12.0
83817,DAI101EN,12.0
83817,HCC105EN,12.0
83817,DS0132EN,12.0
83817,DS0201EN,15.0
83817,BENTEST4,12.0
83817,PA0103EN,27.0
83817,PA0107EN,27.0
83817,GPXX0IBEN,36.0
83817,TA0105,12.0
83817,SW0201EN,12.0
83817,TMP0106,15.0
83817,GPXX0BUBEN,12.0
83817,SW0101EN,12.0
83817,TMP0101EN,21.0
83817,DW0101EN,12.0
83817,ML0122ENv1,27.0
83817,BD0151EN,27.0
83817,TA0106EN,27.0
83817,TMP107,27.0
83817,ML0111EN,12.0
83817,GPXX048OEN,12.0
83817,GPXX01DCEN,27.0
83817,GPXX04XJEN,12.0
83817,GPXX0ZMZEN,27.0
83817,GPXX0742EN,12.0
83817,GPXX0YMEEN,24.0
83817,GPXX0Q8AEN,21.0
83817,TA0105EN,12.0
83817,PA0101EN,27.0
83817,AI0111EN,12.0
83817,GPXX04V3EN,12.0
83817,GPXX0D14EN,24.0
83817,ML0120EN,12.0
83817,CB0201EN,12.0
83817,GPXX0XENEN,12.0
83817,DS0107,15.0
83817,DS0110EN,15.0
83817,DX0107EN,15.0
83817,DS0105EN,15.0
83817,DS0103EN,15.0
83817,GPXX0KHHEN,27.0
83817,ML0115EN,12.0
83817,IT0101EN,12.0
83817,GPXX04P5EN,27.0
83817,ML0122ENv3,12.0
83817,GPXX0PG8EN,24.0
83817,ML0101EN,39.0
83817,ML0109EN,12.0
83817,ML0101ENv3,24.0
83817,DA0101EN,21.0
83817,GPXX0WTIEN,12.0
83817,GPXX0HC7EN,12.0
83817,DS0101EN,15.0
83817,GPXX0UN5EN,12.0
83817,BD0221EN,12.0
83817,PY0101EN,27.0
83817,DV0101EN,21.0
83817,ML0151EN,12.0
83817,ML0120ENv2,12.0
83817,RP0101EN,15.0
83817,GPXX0KY1EN,24.0
83817,ML0120ENv3,12.0
83817,SC0105EN,15.0
83817,excourse04,15.0
83817,excourse06,15.0
83817,excourse08,12.0
83817,excourse12,12.0
83817,excourse15,12.0
83817,excourse16,12.0
83817,excourse17,12.0
83817,excourse18,12.0
83817,excourse19,12.0
83817,excourse20,21.0
83817,excourse21,39.0
83817,excourse22,39.0
83817,excourse23,21.0
83817,excourse35,21.0
83817,excourse36,21.0
83817,excourse38,21.0
83817,excourse40,21.0
83817,excourse46,12.0
83817,excourse47,12.0
83817,excourse49,24.0
83817,excourse50,12.0
83817,excourse51,12.0
83817,excourse52,12.0
83817,excourse53,12.0
83817,excourse54,21.0
83817,excourse55,12.0
83817,excourse56,12.0
83817,excourse57,12.0
83817,excourse58,12.0
83817,excourse59,12.0
83817,excourse60,12.0
83817,excourse61,12.0
83817,excourse62,27.0
83817,excourse63,15.0
83817,excourse64,15.0
83817,excourse65,24.0
83817,excourse66,15.0
83817,excourse69,12.0
83817,excourse77,12.0
83817,excourse78,12.0
83817,excourse79,12.0
87460,RP0105EN,63.0
87460,GPXX06RFEN,24.0
87460,CC0271EN,24.0
87460,WA0103EN,12.0
87460,BD0145EN,48.0
87460,DE0205EN,27.0
87460,DB0113EN,24.0
87460,PA0109EN,12.0
87460,RP0103,27.0
87460,RP0103EN,27.0
87460,BD0212EN,60.0
87460,GPXX0IBEN,18.0
87460,SC0103EN,60.0
87460,GPXX0BUBEN,27.0
87460,ST0201EN,12.0
87460,ST0301EN,12.0
87460,TMP0101EN,15.0
87460,BD0143EN,48.0
87460,WA0101EN,12.0
87460,GPXX04HEEN,12.0
87460,BD0141EN,48.0
87460,TA0106EN,30.0
87460,GPXX0JZ4EN,12.0
87460,GPXX0ZYVEN,12.0
87460,GPXX01RYEN,24.0
87460,GPXX0Q8AEN,12.0
87460,GPXX0XFQEN,24.0
87460,GPXX07REN,24.0
87460,GPXX0725EN,24.0
87460,GPXX0MIIEN,24.0
87460,BD0223EN,36.0
87460,GPXX0435EN,12.0
87460,GPXX06ZLEN,24.0
87460,GPXX0LLEEN,24.0
87460,BD0121EN,48.0
87460,BD0135EN,27.0
87460,BD0133EN,27.0
87460,BD0131EN,48.0
87460,BD0115EN,48.0
87460,BD0211EN,60.0
87460,ST0101EN,12.0
87460,BD0153EN,12.0
87460,DP0101EN,12.0
87460,BD0137EN,27.0
87460,GPXX0NHZEN,24.0
87460,DA0201EN,12.0
87460,DJ0101EN,36.0
87460,CP0101EN,12.0
87460,DB0111EN,24.0
87460,DB0115EN,24.0
87460,DA0151EN,15.0
87460,DB0151EN,48.0
87460,BD0101EN,48.0
87460,GPXX0PG8EN,15.0
87460,DA0101EN,12.0
87460,GPXX0M6UEN,48.0
87460,GPXX097UEN,48.0
87460,GPXX04MXEN,12.0
87460,DS0301EN,24.0
87460,BD0111EN,48.0
87460,BD0221EN,27.0
87460,GPXX0TY1EN,36.0
87460,GPXX0T3CEN,24.0
87460,BD0123EN,27.0
87460,DB0101EN,24.0
87460,GPXX05RDEN,12.0
87460,DV0151EN,15.0
87460,DV0101EN,12.0
87460,ML0103EN,12.0
87460,GPXX0G31EN,27.0
87460,GPXX0KY1EN,15.0
87460,GPXX0RQLEN,24.0
87460,excourse01,24.0
87460,excourse02,36.0
87460,excourse03,48.0
87460,excourse04,27.0
87460,excourse05,48.0
87460,excourse06,27.0
87460,excourse07,24.0
87460,excourse09,12.0
87460,excourse10,48.0
87460,excourse11,24.0
87460,excourse12,24.0
87460,excourse13,24.0
87460,excourse14,24.0
87460,excourse20,12.0
87460,excourse23,12.0
87460,excourse31,48.0
87460,excourse32,12.0
87460,excourse33,12.0
87460,excourse34,12.0
87460,excourse35,15.0
87460,excourse36,12.0
87460,excourse37,15.0
87460,excourse38,12.0
87460,excourse39,12.0
87460,excourse40,15.0
87460,excourse41,12.0
87460,excourse42,48.0
87460,excourse54,15.0
87460,excourse65,15.0
87460,excourse67,24.0
87460,excourse68,24.0
87460,excourse69,27.0
87460,excourse70,48.0
87460,excourse71,48.0
87460,excourse72,60.0
87460,excourse73,60.0
87460,excourse74,24.0
87460,excourse75,27.0
87460,excourse76,24.0
87460,excourse82,15.0
87460,excourse83,15.0
87460,excourse84,15.0
87460,excourse85,15.0
97915,ML0201EN,12.0
97915,GPXX0ZG0EN,12.0
97915,RP0105EN,36.0
97915,GPXX0Z2PEN,12.0
97915,GPXX06RFEN,15.0
97915,GPXX0SDXEN,12.0
97915,CC0271EN,15.0
97915,GPXX0W7KEN,12.0
97915,GPXX0QR3EN,12.0
97915,BD0145EN,27.0
97915,DE0205EN,27.0
97915,OS0101EN,12.0
97915,CC0210EN,12.0
97915,HCC104EN,12.0
97915,GPXX0A1YEN,12.0
97915,TMP0105EN,36.0
97915,DB0113EN,15.0
97915,PHPM002EN,12.0
97915,RP0103,15.0
97915,RP0103EN,15.0
97915,BD0212EN,36.0
97915,GPXX0IBEN,15.0
97915,SECM03EN,12.0
97915,SC0103EN,36.0
97915,GPXX0YXHEN,12.0
97915,SW0201EN,18.0
97915,GPXX0BUBEN,18.0
97915,SW0101EN,18.0
97915,TMP0101EN,15.0
97915,BD0143EN,27.0
97915,BD0141EN,27.0
97915,CO0401EN,12.0
97915,TA0106EN,18.0
97915,GPXX0KV4EN,12.0
97915,GPXX01RYEN,15.0
97915,GPXX0Q8AEN,12.0
97915,GPXX0XFQEN,15.0
97915,GPXX07REN,15.0
97915,BC0202EN,15.0
97915,BC0101EN,15.0
97915,GPXX0725EN,15.0
97915,GPXX0MIIEN,15.0
97915,BD0223EN,21.0
97915,GPXX06ZLEN,15.0
97915,GPXX0QS6EN,12.0
97915,GPXX0QJFEN,12.0
97915,GPXX0LLEEN,15.0
97915,BD0121EN,27.0
97915,BD0135EN,27.0
97915,BD0133EN,24.0
97915,BD0131EN,27.0
97915,BD0115EN,27.0
97915,GPXX04V3EN,15.0
97915,GPXX05P1EN,12.0
97915,GPXX0D14EN,21.0
97915,GPXX0G3KEN,12.0
97915,BD0211EN,36.0
97915,GPXX0HZ2EN,12.0
97915,GPXX04TNEN,12.0
97915,GPXX0IHMEN,12.0
97915,BD0137EN,27.0
97915,GPXX0E3QEN,12.0
97915,GPXX0XV3EN,12.0
97915,CB0105ENv1,12.0
97915,GPXX0NHZEN,15.0
97915,CO0301EN,12.0
97915,GPXX0HAAEN,12.0
97915,DJ0101EN,24.0
97915,DB0111EN,15.0
97915,DB0115EN,15.0
97915,COM001EN,12.0
97915,DB0151EN,27.0
97915,GPXX0T0FEN,12.0
97915,GPXX0I4FEN,12.0
97915,GPXX06KEEN,12.0
97915,GPXX0YBFEN,12.0
97915,LB0109ENv1,12.0
97915,LB0111EN,12.0
97915,LB0105ENv1,12.0
97915,LB0103ENv1,12.0
97915,BD0101EN,27.0
97915,EE0101EN,12.0
97915,LB0107ENv1,12.0
97915,GPXX0M7ZEN,12.0
97915,DA0101EN,12.0
97915,GPXX07UGEN,12.0
97915,GPXX0QU9EN,12.0
97915,GPXX0QTEEN,12.0
97915,GPXX08WYEN,12.0
97915,GPXX0UMSEN,12.0
97915,GPXX0M6UEN,27.0
97915,GPXX097UEN,27.0
97915,GPXX0JGFEN,12.0
97915,CO0193EN,12.0
97915,LB0101ENv1,12.0
97915,DS0301EN,15.0
97915,GPXX0RL8EN,12.0
97915,GPXX05LMEN,12.0
97915,BD0111EN,27.0
97915,BD0221EN,18.0
97915,GPXX0TY1EN,24.0
97915,GPXX0T3CEN,15.0
97915,BD0123EN,27.0
97915,DB0101EN,15.0
97915,GPXX0BSAEN,12.0
97915,GPXX0G81EN,12.0
97915,GPXX0FFCEN,12.0
97915,GPXX0MP0EN,12.0
97915,DV0101EN,12.0
97915,GPXX0G31EN,27.0
97915,GPXX0JLHEN,12.0
97915,CC0150EN,12.0
97915,GPXX0RQLEN,15.0
97915,GPXX0WRDEN,12.0
97915,GPXX0ADEN,12.0
97915,excourse01,15.0
97915,excourse02,24.0
97915,excourse03,27.0
97915,excourse04,15.0
97915,excourse05,27.0
97915,excourse06,15.0
97915,excourse07,15.0
97915,excourse10,27.0
97915,excourse11,15.0
97915,excourse12,18.0
97915,excourse13,15.0
97915,excourse14,15.0
97915,excourse20,12.0
97915,excourse23,12.0
97915,excourse31,27.0
97915,excourse35,15.0
97915,excourse36,12.0
97915,excourse38,12.0
97915,excourse40,15.0
97915,excourse42,27.0
97915,excourse43,12.0
97915,excourse44,12.0
97915,excourse54,15.0
97915,excourse67,12.0
97915,excourse68,12.0
97915,excourse69,18.0
97915,excourse70,27.0
97915,excourse71,27.0
97915,excourse72,36.0
97915,excourse73,36.0
97915,excourse74,12.0
97915,excourse75,24.0
97915,excourse76,12.0
97915,excourse88,12.0
97915,excourse89,12.0
97915,excourse90,12.0
97915,excourse92,12.0
97915,excourse93,12.0
101774,ML0201EN,12.0
101774,GPXX0ZG0EN,12.0
101774,RP0105EN,48.0
101774,GPXX0Z2PEN,12.0
101774,GPXX06RFEN,24.0
101774,GPXX0SDXEN,12.0
101774,CC0271EN,24.0
101774,GPXX0W7KEN,12.0
101774,GPXX0QR3EN,12.0
101774,BD0145EN,42.0
101774,DE0205EN,36.0
101774,OS0101EN,12.0
101774,CC0210EN,12.0
101774,HCC104EN,12.0
101774,GPXX0A1YEN,12.0
101774,TMP0105EN,48.0
101774,DB0113EN,24.0
101774,PHPM002EN,12.0
101774,RP0103,24.0
101774,RP0103EN,24.0
101774,BD0212EN,48.0
101774,SECM03EN,12.0
101774,SC0103EN,48.0
101774,GPXX0YXHEN,12.0
101774,SW0201EN,12.0
101774,GPXX0BUBEN,18.0
101774,SW0101EN,12.0
101774,BD0143EN,42.0
101774,BD0141EN,42.0
101774,CO0401EN,12.0
101774,TA0106EN,18.0
101774,GPXX0KV4EN,12.0
101774,GPXX01RYEN,24.0
101774,GPXX0XFQEN,24.0
101774,GPXX07REN,24.0
101774,BC0202EN,12.0
101774,BC0101EN,12.0
101774,GPXX0725EN,24.0
101774,GPXX0MIIEN,24.0
101774,BD0223EN,24.0
101774,GPXX06ZLEN,24.0
101774,GPXX0QS6EN,12.0
101774,GPXX0QJFEN,12.0
101774,GPXX0LLEEN,24.0
101774,BD0121EN,42.0
101774,BD0135EN,36.0
101774,BD0131EN,42.0
101774,BD0115EN,42.0
101774,GPXX04V3EN,12.0
101774,GPXX05P1EN,12.0
101774,GPXX0D14EN,12.0
101774,GPXX0G3KEN,12.0
101774,BD0211EN,48.0
101774,GPXX0HZ2EN,12.0
101774,GPXX04TNEN,12.0
101774,GPXX0IHMEN,12.0
101774,BD0137EN,36.0
101774,GPXX0E3QEN,12.0
101774,GPXX0XV3EN,12.0
101774,CB0105ENv1,12.0
101774,GPXX0NHZEN,24.0
101774,CO0301EN,12.0
101774,GPXX0HAAEN,12.0
101774,DJ0101EN,30.0
101774,DB0111EN,24.0
101774,DB0115EN,24.0
101774,COM001EN,12.0
101774,DB0151EN,42.0
101774,GPXX0T0FEN,12.0
101774,GPXX0I4FEN,12.0
101774,GPXX06KEEN,12.0
101774,GPXX0YBFEN,12.0
101774,LB0109ENv1,12.0
101774,LB0111EN,12.0
101774,LB0105ENv1,12.0
101774,LB0103ENv1,12.0
101774,BD0101EN,42.0
101774,EE0101EN,12.0
101774,LB0107ENv1,12.0
101774,GPXX0M7ZEN,12.0
101774,GPXX07UGEN,12.0
101774,GPXX0QU9EN,12.0
101774,SC0101EN,12.0
101774,GPXX0QTEEN,12.0
101774,GPXX08WYEN,12.0
101774,GPXX0UMSEN,12.0
101774,GPXX0M6UEN,42.0
101774,GPXX097UEN,42.0
101774,GPXX0JGFEN,12.0
101774,CO0193EN,12.0
101774,LB0101ENv1,12.0
101774,DS0301EN,24.0
101774,GPXX0RL8EN,12.0
101774,GPXX05LMEN,12.0
101774,BD0111EN,42.0
101774,BD0221EN,18.0
101774,GPXX0TY1EN,30.0
101774,GPXX0T3CEN,24.0
101774,BD0123EN,36.0
101774,DB0101EN,24.0
101774,GPXX0BSAEN,12.0
101774,GPXX0G81EN,12.0
101774,GPXX0FFCEN,12.0
101774,GPXX0MP0EN,12.0
101774,GPXX0G31EN,36.0
101774,GPXX0JLHEN,12.0
101774,CC0150EN,12.0
101774,GPXX0RQLEN,24.0
101774,GPXX0WRDEN,12.0
101774,GPXX0ADEN,12.0
101774,excourse01,24.0
101774,excourse02,30.0
101774,excourse03,42.0
101774,excourse04,24.0
101774,excourse05,42.0
101774,excourse06,24.0
101774,excourse07,24.0
101774,excourse10,42.0
101774,excourse11,24.0
101774,excourse12,24.0
101774,excourse13,24.0
101774,excourse14,24.0
101774,excourse31,42.0
101774,excourse42,42.0
101774,excourse43,12.0
101774,excourse44,12.0
101774,excourse67,18.0
101774,excourse68,18.0
101774,excourse69,18.0
101774,excourse70,42.0
101774,excourse71,42.0
101774,excourse72,48.0
